stu_id,exer_id,cpt_seq,label
12,446,446,1.0
12,0,0,0.0
12,487,487,1.0
12,492,492,1.0
12,235,235,1.0
12,31,31,1.0
12,488,488,1.0
12,558,558,0.0
13,487,487,1.0
13,34,34,1.0
13,443,443,1.0
13,749,749,1.0
13,444,444,1.0
13,32,32,1.0
13,442,442,1.0
13,89,89,0.0
13,729,729,1.0
13,727,727,1.0
13,730,730,1.0
14,236,236,1.0
14,443,443,1.0
14,727,727,1.0
14,58,58,1.0
14,237,237,1.0
14,369,369,1.0
14,469,469,1.0
14,25,25,1.0
14,238,238,1.0
14,183,183,1.0
14,216,216,1.0
14,62,62,0.0
14,36,36,0.0
14,31,31,1.0
14,631,631,0.0
14,145,145,1.0
14,646,646,1.0
14,722,722,1.0
14,487,487,1.0
14,182,182,1.0
14,212,212,1.0
14,232,232,1.0
14,466,466,0.0
14,645,645,0.0
14,174,174,1.0
14,63,63,0.0
14,378,378,1.0
14,171,171,1.0
15,827,827,1.0
15,305,305,1.0
15,727,727,1.0
15,271,271,1.0
15,243,243,1.0
15,215,215,1.0
15,16,16,1.0
15,619,619,1.0
15,728,728,1.0
15,71,71,1.0
15,636,636,0.0
15,387,387,1.0
15,553,553,1.0
15,221,221,1.0
15,343,343,0.0
15,749,749,0.0
15,34,34,1.0
15,284,284,1.0
15,756,756,1.0
15,446,446,0.0
15,587,587,0.0
15,237,237,1.0
15,264,264,1.0
15,309,309,0.0
15,577,577,0.0
15,53,53,1.0
15,495,495,1.0
15,93,93,1.0
15,609,609,0.0
15,772,772,1.0
15,31,31,1.0
15,273,273,1.0
15,245,245,0.0
15,23,23,1.0
15,114,114,1.0
15,517,517,1.0
15,466,466,1.0
15,123,123,1.0
15,274,274,0.0
15,89,89,1.0
15,196,196,1.0
15,762,762,1.0
15,557,557,1.0
15,605,605,0.0
15,493,493,1.0
15,610,610,0.0
15,184,184,1.0
15,604,604,1.0
15,19,19,1.0
15,231,231,1.0
15,794,794,1.0
15,187,187,0.0
15,388,388,1.0
15,80,80,1.0
15,536,536,1.0
15,240,240,1.0
15,33,33,1.0
15,730,730,1.0
15,763,763,1.0
15,621,621,0.0
15,22,22,1.0
15,633,633,1.0
15,603,603,1.0
15,470,470,1.0
15,157,157,1.0
15,508,508,1.0
15,718,718,1.0
15,110,110,0.0
15,395,395,0.0
15,513,513,0.0
15,729,729,1.0
15,620,620,1.0
15,518,518,0.0
15,183,183,0.0
15,757,757,1.0
15,669,669,1.0
15,73,73,1.0
15,751,751,1.0
15,390,390,1.0
15,32,32,1.0
15,218,218,1.0
15,473,473,1.0
15,88,88,1.0
15,492,492,1.0
15,826,826,0.0
15,748,748,1.0
15,9,9,1.0
15,21,21,1.0
15,128,128,1.0
15,239,239,1.0
15,234,234,1.0
15,272,272,1.0
15,189,189,1.0
15,41,41,1.0
15,792,792,0.0
15,145,145,1.0
15,90,90,1.0
15,67,67,1.0
15,169,169,0.0
15,726,726,1.0
15,265,265,0.0
15,268,268,0.0
15,463,463,0.0
15,532,532,1.0
15,244,244,1.0
15,487,487,1.0
15,217,217,1.0
15,340,340,1.0
15,11,11,1.0
15,15,15,1.0
15,238,238,1.0
15,241,241,1.0
15,425,425,1.0
15,637,637,1.0
15,760,760,1.0
15,233,233,1.0
15,533,533,1.0
15,79,79,1.0
15,583,583,1.0
15,421,421,1.0
16,442,442,1.0
16,383,383,0.0
16,127,127,1.0
16,177,177,1.0
16,181,181,1.0
16,443,443,1.0
16,384,384,0.0
16,238,238,0.0
16,15,15,0.0
16,235,235,1.0
16,32,32,1.0
16,378,378,0.0
16,506,506,1.0
16,206,206,0.0
16,504,504,0.0
17,772,772,1.0
17,444,444,1.0
17,633,633,1.0
17,235,235,1.0
17,239,239,1.0
17,492,492,0.0
17,445,445,0.0
17,621,621,0.0
17,767,767,1.0
17,727,727,1.0
17,442,442,1.0
17,237,237,1.0
17,748,748,1.0
17,607,607,0.0
17,536,536,0.0
17,637,637,0.0
17,603,603,1.0
17,71,71,1.0
17,636,636,1.0
17,487,487,1.0
17,238,238,1.0
17,240,240,1.0
18,88,88,0.0
18,730,730,1.0
18,633,633,1.0
18,443,443,1.0
18,89,89,0.0
18,729,729,1.0
18,90,90,1.0
18,727,727,1.0
18,32,32,1.0
18,240,240,1.0
18,239,239,1.0
18,444,444,1.0
18,34,34,1.0
18,447,447,1.0
18,442,442,1.0
18,243,243,1.0
18,235,235,1.0
19,6,6,1.0
19,828,828,0.0
19,145,145,1.0
19,732,732,1.0
19,60,60,1.0
19,378,378,1.0
19,754,754,0.0
19,481,481,1.0
19,701,701,0.0
19,511,511,0.0
19,553,553,1.0
19,264,264,1.0
19,646,646,1.0
19,234,234,1.0
19,40,40,1.0
19,63,63,0.0
19,272,272,1.0
19,41,41,0.0
19,221,221,1.0
19,681,681,0.0
19,388,388,1.0
19,493,493,1.0
19,645,645,1.0
19,340,340,1.0
19,23,23,1.0
19,314,314,1.0
19,801,801,0.0
19,271,271,1.0
19,508,508,1.0
19,390,390,0.0
19,391,391,0.0
19,273,273,0.0
19,387,387,1.0
19,439,439,0.0
19,517,517,1.0
19,64,64,0.0
19,377,377,0.0
19,624,624,1.0
19,114,114,0.0
19,389,389,0.0
20,211,211,0.0
20,33,33,1.0
20,728,728,1.0
20,235,235,1.0
20,718,718,1.0
20,196,196,1.0
20,688,688,1.0
20,442,442,1.0
20,272,272,0.0
20,493,493,0.0
20,0,0,1.0
20,517,517,1.0
20,633,633,0.0
20,719,719,0.0
20,729,729,1.0
20,444,444,1.0
20,32,32,1.0
20,237,237,1.0
20,239,239,1.0
20,240,240,1.0
20,749,749,1.0
20,748,748,1.0
20,23,23,1.0
20,446,446,0.0
20,727,727,1.0
20,31,31,1.0
20,34,34,1.0
20,445,445,1.0
21,97,97,0.0
21,638,638,1.0
21,36,36,1.0
21,705,705,0.0
21,736,736,0.0
21,327,327,0.0
21,155,155,1.0
21,196,196,0.0
21,79,79,0.0
21,32,32,1.0
21,42,42,1.0
21,584,584,0.0
21,445,445,1.0
21,241,241,0.0
21,34,34,1.0
21,492,492,1.0
21,728,728,1.0
21,707,707,0.0
21,80,80,0.0
21,772,772,1.0
21,778,778,0.0
21,98,98,0.0
21,243,243,0.0
21,673,673,1.0
21,576,576,0.0
21,175,175,1.0
21,769,769,0.0
21,534,534,1.0
21,574,574,0.0
21,88,88,0.0
21,358,358,0.0
21,494,494,1.0
21,418,418,0.0
21,532,532,0.0
21,239,239,1.0
21,447,447,1.0
21,729,729,1.0
21,727,727,0.0
21,567,567,0.0
21,615,615,1.0
21,67,67,1.0
21,31,31,1.0
21,648,648,0.0
21,633,633,0.0
21,716,716,0.0
21,631,631,1.0
21,242,242,1.0
21,182,182,0.0
21,181,181,1.0
21,446,446,1.0
21,235,235,1.0
21,785,785,0.0
21,550,550,1.0
21,237,237,1.0
22,244,244,0.0
22,309,309,0.0
22,238,238,0.0
22,196,196,1.0
22,503,503,1.0
22,25,25,1.0
22,808,808,0.0
22,241,241,1.0
22,177,177,0.0
22,71,71,0.0
22,484,484,0.0
22,799,799,0.0
22,487,487,1.0
22,442,442,1.0
22,32,32,1.0
22,236,236,1.0
22,553,553,1.0
22,209,209,0.0
22,598,598,0.0
22,233,233,0.0
22,444,444,1.0
22,633,633,1.0
22,492,492,1.0
22,89,89,0.0
22,182,182,1.0
22,651,651,1.0
22,346,346,0.0
22,748,748,1.0
22,443,443,1.0
22,749,749,0.0
22,701,701,0.0
22,727,727,0.0
22,736,736,0.0
22,276,276,0.0
22,168,168,0.0
22,493,493,0.0
22,504,504,1.0
22,631,631,1.0
22,785,785,1.0
22,494,494,1.0
23,553,553,1.0
23,826,826,0.0
23,234,234,1.0
23,233,233,1.0
23,264,264,1.0
23,552,552,0.0
23,645,645,1.0
23,340,340,0.0
23,646,646,0.0
23,114,114,0.0
23,378,378,1.0
24,11,11,1.0
24,442,442,1.0
24,728,728,1.0
24,89,89,0.0
24,241,241,1.0
24,54,54,1.0
24,196,196,1.0
24,235,235,1.0
24,729,729,1.0
24,123,123,1.0
24,240,240,1.0
24,158,158,1.0
24,238,238,1.0
24,159,159,1.0
24,55,55,1.0
24,50,50,0.0
24,487,487,0.0
24,756,756,1.0
24,772,772,1.0
24,758,758,1.0
24,242,242,1.0
24,461,461,1.0
24,272,272,1.0
24,768,768,1.0
24,445,445,1.0
24,444,444,1.0
24,237,237,1.0
24,443,443,1.0
24,770,770,1.0
24,762,762,1.0
24,244,244,1.0
24,32,32,1.0
24,446,446,1.0
24,492,492,1.0
24,233,233,0.0
24,761,761,0.0
24,243,243,1.0
24,447,447,1.0
24,757,757,1.0
24,245,245,1.0
24,750,750,1.0
24,767,767,1.0
24,763,763,1.0
24,481,481,0.0
24,34,34,1.0
24,748,748,1.0
24,236,236,1.0
24,759,759,1.0
24,495,495,1.0
24,212,212,1.0
24,23,23,0.0
25,748,748,1.0
25,269,269,0.0
25,442,442,1.0
25,444,444,1.0
25,443,443,1.0
25,168,168,0.0
25,232,232,1.0
25,233,233,1.0
25,276,276,0.0
25,445,445,1.0
25,611,611,0.0
26,182,182,0.0
26,443,443,1.0
26,727,727,1.0
26,785,785,0.0
26,487,487,1.0
26,57,57,0.0
26,233,233,0.0
26,31,31,1.0
26,14,14,1.0
26,25,25,1.0
27,80,80,0.0
27,603,603,1.0
27,79,79,0.0
27,93,93,0.0
27,19,19,0.0
27,728,728,1.0
27,237,237,0.0
27,443,443,1.0
27,176,176,0.0
27,621,621,1.0
27,557,557,0.0
27,15,15,1.0
27,447,447,0.0
27,442,442,0.0
27,636,636,0.0
27,236,236,1.0
27,812,812,0.0
27,772,772,1.0
27,633,633,0.0
27,830,830,0.0
27,756,756,0.0
27,609,609,0.0
27,607,607,0.0
27,611,611,0.0
27,515,515,0.0
27,81,81,0.0
27,259,259,1.0
27,608,608,1.0
27,604,604,0.0
27,748,748,0.0
27,243,243,0.0
27,71,71,0.0
27,822,822,0.0
27,823,823,0.0
27,724,724,1.0
27,736,736,0.0
27,353,353,0.0
27,723,723,1.0
27,34,34,1.0
27,196,196,1.0
27,89,89,1.0
27,818,818,0.0
27,33,33,1.0
28,216,216,0.0
28,611,611,1.0
28,728,728,1.0
28,749,749,1.0
28,34,34,1.0
28,442,442,1.0
28,234,234,0.0
28,269,269,0.0
28,232,232,1.0
28,727,727,0.0
28,233,233,1.0
28,487,487,1.0
29,240,240,1.0
29,237,237,1.0
29,32,32,0.0
29,445,445,1.0
29,238,238,1.0
29,235,235,1.0
29,633,633,1.0
29,446,446,0.0
29,244,244,1.0
29,443,443,1.0
29,442,442,1.0
30,567,567,0.0
30,728,728,1.0
30,487,487,1.0
30,181,181,0.0
30,503,503,1.0
30,729,729,1.0
30,31,31,1.0
30,633,633,0.0
30,174,174,1.0
30,727,727,1.0
30,504,504,1.0
30,756,756,1.0
30,749,749,1.0
30,182,182,1.0
30,135,135,1.0
30,784,784,0.0
31,14,14,0.0
31,442,442,0.0
31,601,601,0.0
31,238,238,1.0
31,177,177,1.0
31,728,728,1.0
31,761,761,0.0
31,217,217,0.0
31,134,134,1.0
31,192,192,0.0
31,750,750,1.0
31,237,237,1.0
31,57,57,0.0
31,727,727,0.0
31,16,16,0.0
31,89,89,0.0
31,358,358,0.0
31,197,197,0.0
31,233,233,0.0
31,729,729,1.0
31,443,443,1.0
31,603,603,1.0
31,466,466,0.0
31,748,748,1.0
31,236,236,1.0
31,494,494,1.0
31,616,616,0.0
31,437,437,0.0
31,36,36,0.0
31,487,487,1.0
31,751,751,0.0
31,506,506,1.0
31,32,32,1.0
31,196,196,1.0
31,504,504,0.0
31,261,261,1.0
31,34,34,0.0
31,216,216,1.0
31,604,604,1.0
31,756,756,1.0
31,633,633,1.0
31,760,760,0.0
31,793,793,0.0
31,2,2,0.0
32,553,553,1.0
32,369,369,1.0
32,546,546,0.0
32,606,606,1.0
32,441,441,0.0
32,425,425,0.0
32,216,216,0.0
32,621,621,0.0
32,487,487,1.0
32,729,729,1.0
32,196,196,1.0
32,195,195,0.0
32,31,31,1.0
33,232,232,1.0
33,36,36,0.0
33,234,234,1.0
33,606,606,1.0
33,631,631,1.0
33,556,556,0.0
33,557,557,0.0
33,830,830,0.0
33,559,559,0.0
33,56,56,1.0
33,831,831,1.0
33,276,276,0.0
33,749,749,1.0
33,629,629,0.0
34,447,447,0.0
34,446,446,1.0
34,236,236,1.0
34,239,239,1.0
34,238,238,1.0
34,728,728,1.0
34,445,445,1.0
34,32,32,1.0
34,237,237,1.0
34,748,748,1.0
34,760,760,1.0
34,730,730,1.0
34,749,749,1.0
34,762,762,1.0
34,757,757,0.0
34,216,216,0.0
34,633,633,1.0
34,727,727,1.0
34,196,196,1.0
34,444,444,1.0
34,89,89,1.0
34,197,197,0.0
34,750,750,1.0
34,90,90,1.0
34,244,244,1.0
34,240,240,0.0
35,749,749,1.0
35,493,493,0.0
35,750,750,1.0
35,785,785,1.0
35,557,557,1.0
35,607,607,0.0
35,182,182,1.0
35,751,751,1.0
35,1,1,1.0
35,793,793,1.0
35,0,0,1.0
35,748,748,1.0
35,609,609,0.0
35,84,84,1.0
35,196,196,1.0
35,379,379,1.0
35,450,450,1.0
35,417,417,1.0
35,72,72,1.0
35,458,458,1.0
35,543,543,1.0
35,608,608,1.0
35,14,14,1.0
35,241,241,0.0
35,431,431,1.0
35,755,755,0.0
35,341,341,1.0
35,604,604,1.0
35,503,503,1.0
35,297,297,1.0
35,197,197,0.0
35,761,761,1.0
35,25,25,1.0
35,558,558,0.0
35,727,727,1.0
35,243,243,1.0
35,65,65,1.0
35,824,824,0.0
35,215,215,1.0
35,358,358,1.0
35,240,240,1.0
35,539,539,1.0
35,494,494,1.0
35,234,234,1.0
35,2,2,1.0
35,24,24,1.0
35,614,614,0.0
35,728,728,1.0
35,77,77,0.0
35,216,216,1.0
35,439,439,0.0
35,591,591,0.0
35,217,217,0.0
35,16,16,1.0
35,244,244,1.0
35,89,89,1.0
35,15,15,1.0
35,19,19,1.0
35,620,620,1.0
35,636,636,1.0
35,272,272,1.0
35,445,445,1.0
35,194,194,1.0
35,269,269,1.0
35,437,437,1.0
35,456,456,1.0
35,36,36,1.0
35,135,135,1.0
35,177,177,1.0
35,343,343,0.0
35,237,237,1.0
35,487,487,0.0
35,540,540,0.0
35,366,366,1.0
35,612,612,1.0
35,426,426,1.0
35,794,794,1.0
35,466,466,1.0
35,262,262,1.0
35,314,314,0.0
35,231,231,1.0
35,29,29,1.0
35,92,92,0.0
35,606,606,1.0
35,506,506,1.0
35,504,504,1.0
35,488,488,1.0
35,340,340,1.0
35,788,788,1.0
35,67,67,1.0
35,23,23,1.0
35,186,186,0.0
35,201,201,1.0
35,236,236,1.0
35,134,134,1.0
35,465,465,1.0
35,430,430,1.0
35,756,756,1.0
35,64,64,1.0
35,495,495,1.0
35,37,37,1.0
35,731,731,1.0
35,486,486,1.0
35,673,673,1.0
35,368,368,1.0
35,174,174,1.0
35,90,90,1.0
35,729,729,1.0
35,446,446,1.0
35,762,762,1.0
35,511,511,1.0
35,181,181,1.0
35,377,377,1.0
35,538,538,1.0
35,616,616,1.0
35,428,428,1.0
35,209,209,1.0
35,444,444,1.0
35,238,238,1.0
35,757,757,1.0
35,109,109,1.0
35,31,31,1.0
35,490,490,1.0
35,610,610,0.0
35,758,758,1.0
35,195,195,1.0
35,530,530,1.0
35,313,313,0.0
35,57,57,1.0
35,323,323,1.0
35,460,460,0.0
35,235,235,1.0
35,261,261,1.0
35,795,795,1.0
35,171,171,1.0
35,258,258,1.0
35,448,448,1.0
35,373,373,1.0
35,133,133,1.0
35,534,534,1.0
35,447,447,1.0
35,375,375,1.0
35,603,603,1.0
36,494,494,1.0
36,673,673,1.0
36,552,552,0.0
36,728,728,1.0
36,196,196,1.0
36,788,788,1.0
36,442,442,1.0
36,221,221,0.0
36,517,517,1.0
36,444,444,1.0
36,492,492,1.0
36,182,182,0.0
36,201,201,0.0
36,646,646,1.0
36,388,388,1.0
36,443,443,1.0
36,114,114,1.0
36,553,553,0.0
36,727,727,1.0
36,31,31,1.0
36,487,487,1.0
36,57,57,0.0
36,441,441,1.0
36,645,645,1.0
36,264,264,0.0
36,115,115,0.0
36,647,647,1.0
37,495,495,1.0
37,21,21,0.0
37,201,201,1.0
37,23,23,0.0
37,466,466,0.0
37,557,557,0.0
37,552,552,0.0
37,439,439,0.0
37,78,78,0.0
37,212,212,0.0
37,262,262,0.0
37,5,5,0.0
37,687,687,0.0
37,492,492,0.0
37,356,356,0.0
37,123,123,1.0
37,511,511,0.0
37,517,517,1.0
37,494,494,1.0
37,2,2,0.0
37,258,258,1.0
38,383,383,1.0
38,830,830,0.0
38,633,633,1.0
38,238,238,1.0
38,235,235,1.0
38,196,196,1.0
38,442,442,1.0
38,244,244,1.0
38,495,495,0.0
38,749,749,1.0
38,446,446,0.0
38,557,557,0.0
38,240,240,1.0
38,444,444,1.0
38,237,237,1.0
38,242,242,0.0
38,212,212,0.0
38,31,31,1.0
38,216,216,1.0
38,445,445,0.0
39,197,197,0.0
39,90,90,0.0
39,244,244,1.0
39,487,487,1.0
39,749,749,1.0
39,444,444,1.0
39,619,619,1.0
39,305,305,0.0
39,237,237,1.0
39,492,492,0.0
39,216,216,1.0
39,196,196,1.0
39,169,169,0.0
39,729,729,1.0
39,830,830,0.0
39,730,730,0.0
39,748,748,1.0
39,446,446,0.0
39,443,443,1.0
39,239,239,1.0
39,240,240,1.0
39,217,217,1.0
39,580,580,0.0
39,727,727,1.0
39,31,31,1.0
39,445,445,0.0
39,33,33,1.0
39,89,89,1.0
39,235,235,1.0
39,633,633,1.0
40,553,553,1.0
40,234,234,1.0
40,441,441,0.0
40,557,557,1.0
40,216,216,1.0
40,793,793,0.0
40,232,232,0.0
40,374,374,1.0
40,233,233,1.0
40,183,183,0.0
40,429,429,0.0
41,442,442,1.0
41,545,545,0.0
41,749,749,0.0
41,675,675,0.0
41,487,487,0.0
41,557,557,1.0
41,633,633,1.0
41,580,580,0.0
41,495,495,1.0
41,30,30,0.0
41,212,212,0.0
42,719,719,0.0
42,148,148,0.0
42,567,567,0.0
42,476,476,0.0
42,685,685,0.0
42,421,421,0.0
42,468,468,0.0
42,451,451,0.0
42,36,36,1.0
42,728,728,1.0
42,631,631,1.0
43,647,647,0.0
43,16,16,1.0
43,538,538,1.0
43,234,234,1.0
43,749,749,1.0
43,442,442,1.0
43,557,557,1.0
43,177,177,1.0
43,748,748,1.0
43,201,201,1.0
43,244,244,1.0
43,549,549,0.0
43,494,494,0.0
43,728,728,1.0
43,232,232,1.0
43,443,443,1.0
43,517,517,1.0
44,232,232,1.0
44,31,31,1.0
44,538,538,1.0
44,25,25,0.0
44,749,749,1.0
44,374,374,1.0
44,606,606,1.0
44,233,233,1.0
44,234,234,1.0
44,241,241,0.0
44,196,196,0.0
44,177,177,1.0
44,503,503,1.0
44,830,830,1.0
44,192,192,1.0
44,487,487,1.0
44,785,785,1.0
44,727,727,1.0
45,158,158,1.0
45,23,23,1.0
45,673,673,1.0
45,481,481,0.0
45,31,31,1.0
45,492,492,0.0
45,123,123,1.0
45,538,538,1.0
45,487,487,1.0
45,185,185,1.0
45,795,795,0.0
45,727,727,1.0
45,80,80,0.0
45,749,749,0.0
45,612,612,1.0
45,792,792,1.0
45,756,756,0.0
45,235,235,1.0
45,346,346,0.0
45,45,45,0.0
45,182,182,0.0
45,196,196,1.0
45,517,517,0.0
45,237,237,1.0
45,603,603,1.0
45,444,444,1.0
45,750,750,1.0
45,15,15,1.0
45,636,636,1.0
45,443,443,1.0
45,442,442,1.0
45,89,89,0.0
45,503,503,1.0
45,175,175,1.0
45,633,633,1.0
45,608,608,1.0
45,16,16,1.0
45,728,728,1.0
45,637,637,1.0
45,197,197,0.0
45,32,32,0.0
45,42,42,1.0
45,543,543,0.0
45,236,236,1.0
46,196,196,1.0
46,633,633,1.0
46,145,145,0.0
46,244,244,1.0
46,237,237,1.0
46,727,727,1.0
46,32,32,1.0
46,748,748,1.0
46,31,31,1.0
46,729,729,1.0
46,89,89,1.0
46,443,443,1.0
46,447,447,1.0
46,323,323,0.0
46,234,234,1.0
46,730,730,1.0
46,756,756,0.0
46,235,235,1.0
46,369,369,1.0
46,442,442,1.0
46,232,232,1.0
46,34,34,1.0
46,358,358,0.0
46,242,242,0.0
46,197,197,0.0
46,90,90,1.0
46,441,441,1.0
46,750,750,1.0
46,195,195,0.0
46,241,241,0.0
46,466,466,1.0
46,238,238,1.0
47,444,444,1.0
47,89,89,1.0
47,445,445,1.0
47,233,233,0.0
47,633,633,1.0
47,730,730,0.0
47,727,727,1.0
47,749,749,1.0
47,34,34,1.0
47,748,748,0.0
47,728,728,1.0
47,235,235,1.0
47,729,729,1.0
47,442,442,1.0
48,216,216,0.0
48,182,182,1.0
48,212,212,0.0
48,369,369,1.0
48,557,557,1.0
48,196,196,1.0
48,749,749,1.0
48,748,748,1.0
48,77,77,0.0
48,606,606,1.0
48,494,494,1.0
48,233,233,0.0
48,442,442,1.0
48,44,44,1.0
48,175,175,1.0
48,42,42,1.0
49,749,749,0.0
49,493,493,0.0
49,446,446,0.0
49,32,32,1.0
49,633,633,1.0
49,495,495,1.0
49,264,264,0.0
49,31,31,1.0
49,34,34,0.0
49,513,513,0.0
49,727,727,1.0
49,123,123,1.0
49,517,517,1.0
49,492,492,0.0
49,89,89,0.0
49,729,729,0.0
49,442,442,0.0
49,0,0,0.0
49,762,762,1.0
49,443,443,0.0
49,461,461,1.0
49,761,761,0.0
49,728,728,1.0
49,444,444,0.0
49,557,557,1.0
49,508,508,0.0
49,237,237,1.0
49,235,235,1.0
50,723,723,1.0
50,56,56,0.0
50,450,450,1.0
50,233,233,0.0
50,340,340,0.0
50,687,687,0.0
50,728,728,1.0
50,577,577,0.0
50,71,71,1.0
50,259,259,1.0
50,128,128,1.0
50,258,258,1.0
50,443,443,1.0
50,637,637,1.0
50,606,606,1.0
50,168,168,0.0
50,607,607,1.0
50,651,651,1.0
50,758,758,0.0
50,89,89,0.0
50,506,506,1.0
50,736,736,0.0
50,830,830,1.0
50,81,81,0.0
50,757,757,1.0
50,785,785,1.0
50,261,261,1.0
50,557,557,1.0
50,237,237,1.0
50,770,770,0.0
50,212,212,1.0
50,31,31,1.0
50,169,169,0.0
50,21,21,0.0
51,487,487,1.0
51,494,494,1.0
51,57,57,1.0
51,492,492,0.0
51,750,750,0.0
51,651,651,1.0
51,58,58,1.0
51,182,182,1.0
51,748,748,1.0
51,31,31,1.0
51,756,756,1.0
52,620,620,1.0
52,22,22,1.0
52,748,748,1.0
52,23,23,0.0
52,169,169,0.0
52,442,442,1.0
52,492,492,0.0
52,315,315,0.0
52,784,784,1.0
52,443,443,1.0
52,358,358,0.0
52,490,490,0.0
52,134,134,1.0
52,437,437,1.0
52,182,182,1.0
52,67,67,0.0
52,196,196,0.0
52,584,584,1.0
52,785,785,1.0
52,791,791,1.0
52,503,503,1.0
52,761,761,0.0
52,488,488,1.0
